"x","y","M3P","M3Al","M3Mn","M3K","pH_water","M3Ca"
695,15,2.18753338788795,684.905282786703,366.186508439107,114.742411408326,6.20395218288098,2280.61032782542
705,15,2.20774140571027,676.547043355863,379.682659471836,113.299337091425,6.2195969190802,2328.57836413257
715,15,2.2329759603965,665.380252972143,379.059769263714,111.224554311167,6.23447574613599,2382.05405808108
725,15,2.2484303070543,653.118418963369,364.097122905736,108.753502687849,6.24735559653294,2436.19740522466
735,15,2.2571954853021,641.121192843274,352.107160054123,106.354867049664,6.25744827179764,2485.09719190212
745,15,2.25075784299925,631.268710477312,343.608339799583,104.509813114754,6.26455008928803,2529.68056354013
755,15,2.27730622344096,623.428067315622,329.821340779238,103.662381768998,6.26884981073003,2578.57532364853
765,15,2.35025838377437,617.451085807152,310.688297109533,104.139571803619,6.27055944760301,2632.0447994215
775,15,2.47501823684819,612.926056152495,292.50413672596,105.886224400793,6.26972885725753,2688.97939815243
785,15,2.58851774007975,611.003620954083,278.471504169323,108.199021302898,6.26638274090751,2742.6734214636
795,15,2.5451835064297,614.990677582417,271.373636640779,110.155360263524,6.26077772290219,2778.82812413622
805,15,2.46597816652856,622.414581685615,267.458967465775,111.50715529136,6.25350105685221,2809.31714051156
815,15,2.39612561671635,630.71499673477,274.773896351019,112.85056028595,6.2453048715075,2839.23708808531
825,15,2.33722209207169,638.528455099819,291.029995602382,115.255189918833,6.23680168128839,2868.27186744641
835,15,2.28713631978294,645.111237706454,306.613563133637,119.627206317329,6.22824678148045,2881.85352771027
845,15,2.23876577234485,652.275221513061,320.183836310068,125.76139110028,6.21951989286682,2882.46914494006
855,15,2.1787688384178,661.037973584314,334.812819310514,132.277986211593,6.2102449845095,2878.22532390094
865,15,2.11884747513874,671.961305721928,349.04388784444,137.542833539977,6.1999336057995,2869.93878851295
875,15,2.06681728839994,683.479117277892,347.263691219129,140.476469796712,6.1881191624045,2864.58096149502
885,15,2.0329916422645,695.822160510773,334.265279779637,141.120560552912,6.17455874310272,2864.69713298324
895,15,2.01911726596755,709.052509426836,325.852445710775,140.367729969966,6.1595419053198,2870.73726526044
905,15,2.02452567474768,722.744454990112,322.982592180873,138.997262554287,6.1441542618302,2882.79433158695
915,15,2.04993628504175,735.87312850443,307.74109796303,137.020961673323,6.13028046259842,2899.20695604036
925,15,2.08419316497149,747.325909291159,286.47627835364,133.708662598315,6.12032253569753,2921.88884497366
935,15,2.1186400993094,755.777010117096,269.081519448563,128.565748953308,6.1167562002561,2948.63312008198
945,15,2.15598100131727,760.731239203042,256.131747000596,122.534016416598,6.12157691330448,2976.97776291597
955,15,2.15763258374655,757.525193127273,248.768590520434,117.498590240859,6.13567856914173,3013.15455051383
965,15,2.14360417457104,747.212999519436,243.979789647617,114.752366981736,6.15842430960774,3056.37583737797
975,15,2.1327232072177,734.537967118438,239.862306379762,114.638054927117,6.18775740622065,3108.15080921422
985,15,2.12344947135464,719.395603364901,236.148482299085,116.943201589835,6.22087992052496,3171.71377693178
995,15,2.09346332279216,698.707810647258,236.08193412467,121.132773695003,6.25513222009805,3242.83205379036
5,25,2.27963005822078,748.534453464264,233.507524081152,93.6584827471186,5.71151177354064,1636.86659427988
15,25,2.34540497814623,756.986956824771,222.352940912811,93.1919957628451,5.71896992997203,1621.36558304787
25,25,2.38464092291344,765.417090948699,209.788516399404,91.966290606684,5.72676470934031,1602.53570170552
35,25,2.42380883037951,771.314812912869,197.807551906132,90.6564001434487,5.73364770697016,1585.77150201292
45,25,2.46459485787623,775.706353427596,188.453374273255,89.4500991109298,5.73801321821007,1570.72011148216
55,25,2.52630344809891,782.771808811155,189.015369240746,88.1348593837637,5.73847413099927,1548.9262352168
65,25,2.60596349436684,791.012611331638,196.193954184261,86.7682398298563,5.73449006674598,1519.01687745102
75,25,2.69740468371432,798.481242191057,204.358020256479,85.6778800564454,5.72667260475799,1489.90196853617
85,25,2.78243397506965,805.308140092417,213.483526997433,84.9288608221637,5.71664285904081,1461.28477202615
95,25,2.81108330169954,813.570079939134,234.26612499417,84.19243916124,5.70661678997532,1436.15121498108
105,25,2.80153926441176,822.035256506794,260.573787081764,83.0763402474103,5.69895483523324,1415.53078361771
115,25,2.7564081145956,828.04749117426,282.568398325994,81.4435449473522,5.69581128932555,1401.67990689696
125,25,2.68150841238645,832.146767210124,300.514111970744,79.5141403880936,5.69890239493867,1396.67851958617
135,25,2.5992491433627,835.736182172383,319.73878583715,77.6527737696477,5.70933258096889,1401.18770525513
145,25,2.52013929236341,838.161390592554,339.116398245482,76.0367170424651,5.72740493025273,1413.98869372336
155,25,2.45123209069506,836.848646156262,352.043966891342,74.8147799871821,5.75243400372359,1432.6547554146
165,25,2.39715741078021,831.680133458683,356.915542293364,74.509147058419,5.78272407270162,1456.96885201646
175,25,2.3711903772162,825.819145169351,366.820180160714,75.6671432534563,5.8158782652522,1486.44303351582
185,25,2.36876998261301,819.284781065371,381.172734073821,78.0122803969336,5.84938226131899,1520.18654596842
195,25,2.36904009693538,811.401507801263,387.159882553767,80.4821406268759,5.8812044555797,1555.9330289704
205,25,2.36768869340681,802.969692258292,385.322456002493,82.0751214970967,5.91018469149306,1590.66413603889
215,25,2.36257167091574,796.526670332273,393.105239912763,82.3739910288556,5.93612037514105,1622.92235686182
225,25,2.35606184174278,792.402032249576,406.707251969218,81.6181981169991,5.95954132908664,1652.33409417453
235,25,2.34888381894248,787.70249161042,410.350912986968,80.5828194764774,5.98122234807931,1679.80378938443
245,25,2.32273667478563,781.58784241168,404.055087897592,80.31434880844,6.00158438413691,1707.71028639897
255,25,2.31411915832072,773.298366308276,396.532103206936,81.5099748909056,6.02022879370857,1737.88641814656
265,25,2.30212935586871,764.772434107646,386.559215517638,83.6934979251837,6.03585249221231,1766.67607349747
275,25,2.25243880285094,757.513894987855,361.9948338344,85.3888633801972,6.04667463511362,1785.50471300651
285,25,2.19178020464285,753.874122091308,332.87492808361,85.3451819986337,6.05124759483926,1792.38707215667
295,25,2.14648687417904,756.040391262638,333.453963709544,83.4496136231979,6.04924153632174,1785.90629130831
305,25,2.11677265754536,759.330725159047,337.015479146576,80.6199533500387,6.04174515503648,1773.36582865338
315,25,2.11462218396239,761.785729817687,331.405554456563,78.1103157652625,6.03092823988038,1758.30259695978
325,25,2.13997669066629,762.256911595006,320.883205670844,77.0906278050167,6.0192878608643,1741.14621016536
335,25,2.17168967323687,759.926047821058,316.927618085699,78.1985174558812,6.00882899341575,1729.46701449454
345,25,2.19274474621881,755.18634435552,317.092368636681,80.859048639475,6.00049344202375,1719.95602023791
355,25,2.18224854899692,750.713974129419,309.171063097446,83.6580318385441,5.99407647938814,1712.29574716045
365,25,2.14449421256602,746.137112218102,297.093439607016,85.7122159273333,5.9886867162316,1707.40329048042
375,25,2.13632177790705,742.514359225358,295.862399549712,87.0676731588493,5.98352437204689,1701.5809414778
385,25,2.15654071196737,741.176001891809,302.366494854649,87.9285252220592,5.97851895132758,1695.68548104983
395,25,2.1619515565878,739.389534851821,298.284581765233,88.3019649355836,5.97441769676978,1691.44563590325
405,25,2.15595699231405,736.777366292215,287.023408849504,88.327527934352,5.97233475753692,1687.18244186126
415,25,2.1661452975412,734.482321671522,287.45587825923,88.2232487059704,5.97314333964753,1685.42507611672
425,25,2.17328426913579,731.619728263742,295.67337167426,87.9197035397046,5.97706377301925,1687.77040618878
435,25,2.14372623072294,727.587557333509,298.879418135727,87.2713010458785,5.98357827618637,1695.63771689219
445,25,2.08507881272288,722.057844181222,298.754449389887,86.5883786175864,5.99166151866466,1709.51319483236
455,25,2.04741136071101,718.559904938331,309.957179703856,86.4907902970626,6.00021119416292,1724.85212778941
465,25,2.02694671593162,716.776171847946,327.732368730099,87.3072390586031,6.00842452271017,1745.65684008936
475,25,2.04936266067549,711.1077312454,330.334505583276,89.0356158042695,6.01588879919014,1768.61630127748
485,25,2.09841072833559,703.900675626923,326.872099965364,91.7197951906367,6.02243695214133,1795.69640242775
495,25,2.14131673509035,697.176481380235,330.660993709749,95.431579099735,6.02801068016884,1826.84392846533
505,25,2.17658319158418,692.03740137747,337.207295029878,99.7836820977549,6.03264123969265,1858.06292470905
515,25,2.18039426667587,687.77745383882,331.7773571652,103.739124281708,6.03648240669873,1884.36451219256
525,25,2.15545714174245,684.508613004876,319.421868797197,106.136459004447,6.03984445318675,1906.51743719427
535,25,2.17113455044923,684.414428693161,324.439042766762,106.483726767896,6.04323019135487,1926.62670342666
545,25,2.22108895736717,686.409326437434,342.117040077531,105.466710875089,6.04731928437948,1946.6744459567
555,25,2.26463776844246,688.149164517252,351.78327438191,104.437138329873,6.05282131534649,1966.75738052923
565,25,2.30909806357576,689.302235709505,351.69653909633,104.364070156361,6.06023592273891,1985.4194761291
575,25,2.31223041694409,691.744250827128,359.598334698458,105.374578337585,6.06966311161624,2003.19169328284
585,25,2.28414285800906,695.357412208592,374.945982012335,106.862467683925,6.08075033397124,2021.58633845067
595,25,2.26662275016336,697.156729501806,380.20587283449,108.213343393042,6.09275849104526,2036.80746888109
605,25,2.26489185838006,696.888020371019,379.110632202465,109.6603592382,6.10471716139566,2051.9725929024
615,25,2.26523058369564,697.544053300007,389.514501002951,111.934328396233,6.11566285354368,2068.35105960351
625,25,2.27940940406839,699.375255300357,403.106990600725,114.970907135281,6.12492504275994,2083.77318310057
635,25,2.2986451736216,700.80076239485,399.361071755421,117.646873376163,6.13238089816358,2095.27213278688
645,25,2.31937798565115,702.663027760857,385.891152430192,118.844066783141,6.13858822629182,2106.25905546148
655,25,2.3247884822311,704.412761252681,378.029776469067,118.456878719268,6.14470730962699,2119.71956320222
665,25,2.29769106861015,704.519709196311,370.453383551465,117.337897490317,6.15215461957907,2135.62564054649
675,25,2.25011677030921,702.894415237496,356.818469058615,116.301835962897,6.1620698852471,2155.03721776229
685,25,2.2014353152506,698.530743765336,341.402077303697,115.50118719274,6.17485941631946,2180.02719100267
695,25,2.19096692622055,692.237912870091,343.566492720511,114.61650246959,6.19006003775075,2214.67366393501
705,25,2.2166201766449,683.702997092502,357.580906742066,113.302370341723,6.20651069492997,2260.5142006915
715,25,2.25082950691198,672.322798789251,361.236427197883,111.441475145712,6.22266160398079,2312.93802551261
725,25,2.28716286867306,659.321134796328,351.40573797377,109.220188085492,6.23695515086705,2370.28191776355
735,25,2.29320072895925,646.414220956194,341.555785560044,106.996085611246,6.24825393360387,2418.92667297398
745,25,2.28325504339752,636.227530366558,334.46968161575,105.03877176669,6.25610301163422,2462.13754790758
755,25,2.30552890397524,628.281523480831,321.694023493064,103.644185300191,6.26058869434143,2506.24245761293
765,25,2.35215682953181,622.472834676243,304.558242658162,103.358407572507,6.26192625937274,2549.94650165518
775,25,2.45114754911055,618.201110464975,288.659194818825,104.603400685834,6.26019638057572,2599.27561332197
785,25,2.54890791290571,616.656435074166,278.133943246487,106.991524253381,6.2554484614819,2646.73190073349
795,25,2.55090063485328,619.989579782027,267.086968498082,109.642074002743,6.24799690383565,2683.6425921271
