"Latin","occur","Inter","Moist","Al","Ca","Fe","K","P","Zn","N"
"Bactris maraja (Arecaceae)",6,-1.82826243976742,0.836463740134538,-0.0129408763036878,-0.327909989569096,-0.0642010931704577,-0.167971841620049,-1.04560080258902,0.114566454980739,0.0444245175669782
"Bactris major (Arecaceae)",26,-0.0329249511012187,0.0197780495591509,0.0808571155298481,-0.651715669231697,-0.264257843225679,0.31594915589819,0.0858843980704153,0.086211711852049,0.0277085288340237
"Bactris panamensis (Arecaceae)",10,-1.54632306461317,1.26826345647091,-0.370054153633667,-0.82067104926104,-0.12476349138807,-0.345788274445146,-0.754985510889848,0.0818645425967802,-0.0240249188527892
"Banara guianensis (Salicaceae)",3,-2.50355895550021,-0.330939803417619,0.153410727477761,-0.201838382930911,-0.0611953796869899,0.230202554165243,-0.282205424231309,0.131792975072679,0.066405953400023
"Beilschmiedia pendula (Lauraceae)",17,-0.414639201143553,1.09658898417603,-0.472244424076334,-0.0990182437178635,-0.245803156628683,-0.0418018351936908,-0.521306382217856,0.0717786264359979,0.0608818438500059
"Bellucia pentamera (Melastomataceae)",4,-2.76536508238832,-0.695775027396142,0.00681957039731848,-0.593328103902518,0.162204409995069,0.0417335198429199,-0.113476432977092,0.187961446447077,0.0598650641755922
"Brosimum alicastrum (Moraceae)",37,0.688345028656137,-0.475961422741898,-0.145802032897147,0.535002765704649,-0.15227607101996,0.58359372393081,1.2280644327174,0.132780001623863,0.080856498251967
"Brosimum costaricanum (Moraceae)",9,-1.27604563870111,0.0716309029031872,-0.707158535740487,0.155350675511645,-0.0696804749177515,-0.165072960568854,-0.9030801736973,0.187098017292839,0.0898250993801129
"Brosimum guianense (Moraceae)",33,0.466217525071077,1.5752371959511,-0.466157163324592,-0.567611094515614,-0.480713301138917,0.220233280293103,-0.54612069675965,0.190750878329525,-0.0173407034692789
"Brosimum lactescens (Moraceae)",7,-2.87711244894536,2.22492553916778,-0.138026604879167,-0.447682509745429,-0.252747267977733,-0.0988569438927431,-1.08061028100301,0.158449552149682,0.0538498673864948
"Brosimum utile (Moraceae)",11,-2.773595637433,3.0576518799482,0.175621276149632,-0.227883744002416,-0.121110861676541,-0.104774176655785,-1.25368532583795,0.167284613900734,0.0472066383912797
"Bunchosia cornifolia (Malpighiaceae)",4,-3.18704639472136,-1.15332937856175,0.303997681735761,0.357648365296734,-0.113297548732922,0.060002222969397,0.859957146350081,0.222496228045668,0.0277894869505683
"Bursera simaruba (Burseraceae)",17,-2.33798991343938,-2.1145332375886,-0.276735178979421,0.448434361042326,-0.0366404603571957,0.305963925194571,0.853393210463196,0.194257603715089,0.0393978722499933
"Byrsonima crispa (Malpighiaceae)",3,-4.13818313177568,1.84993345752708,0.029522171109248,-0.0418041651482574,-0.202436153584387,0.221484705522179,-1.0084653779813,0.1388046679878,0.0528838062975122
"Byrsonima spicata (Malpighiaceae)",10,-1.68390171657513,-0.470940858570806,0.415992390854855,-0.898787871409879,-0.196633331069726,0.236170724388568,-1.25709064753911,0.104412438787411,0.0165992892484337
"Calycolpus warszewiczianus (Myrtaceae)",16,-1.16282588263648,-1.55718193385421,-0.195186379752446,-0.539824625308869,-0.198392207879538,0.160796725288404,0.111134450510149,0.143466397519542,0.0183297429797
"Calycophyllum candidissimum (Rubiaceae)",16,-2.31335120202503,-1.99071022795688,-0.176938112516267,0.625999217845215,-0.142951203612931,0.1360648047662,0.785399127934856,0.15798200568309,0.0127046368983782
"Calyptrogyne costatifrons (Arecaceae)",5,-3.63875277011699,1.75533907551685,-0.105401536545994,-0.274762496340086,-0.150100324503669,-0.074486564856495,-1.266451918274,0.179718798947653,0.0386585019003733
"Calliandra laxa (Fabaceae-mimosoideae)",4,-3.1169887794789,2.31366551675946,-0.0892164348910916,-0.262919260126054,-0.0851620525051443,-0.102890093696089,-0.423444881918206,0.170166185689829,0.056173573148992
"Calophyllum brasiliense (Clusiaceae)",3,-3.9179921096994,1.0680062084326,-0.0609236869190596,-0.616942089336345,0.0283706214630944,0.145469674988582,-0.872711146610404,0.151853191380386,0.0548411684187904
"Calophyllum longifolium (Clusiaceae)",38,0.940303052115841,0.934334442114552,-0.17961102117181,-0.530385171640965,-0.0634263991229293,-0.232123150918206,-0.688645149963874,0.0818499890490541,0.0419542019971834
"Calyptranthes chytraculia (Myrtaceae)",6,-3.86606181618144,1.963131792381,-0.0407220304737978,-0.480504674184429,0.121827779112087,-0.0451561391177826,-1.35675881920003,0.0995501942465619,0.0318664826193287
"Calyptranthes pulchella (Myrtaceae)",3,-3.92636107887021,1.50841596111422,-0.0769386557928652,-0.570008835697246,0.0935008891888829,-0.118765369480872,-0.951598550504561,0.129863738661649,0.0441729537150279
"Capparis cynophallophora (Capparaceae)",4,-2.80384505385128,-0.122750397731294,0.264962423693929,0.530593335927866,-0.230580939172043,-0.211650959928678,0.859131803988845,0.162380184452868,0.0418270639233738
"Capparis frondosa (Capparaceae)",16,-1.0402264943338,0.154254901790711,0.171885899590282,0.47792114781182,-0.15662853056816,-0.00703042991956142,1.08211535910065,0.230272551187134,0.0471191070123082
"Capparis pittieri (Capparaceae)",4,-3.45184031641059,1.67777787508287,0.0311755784363189,-0.481913823846451,-0.16354912200268,0.0129261643208229,-1.32131559254038,0.139009762712091,0.0487745643746236
"Carapa guianensis (Meliaceae)",8,-2.43407890970123,2.407088965302,0.20232706332717,-0.134862075809706,0.017886530863358,-0.0703313030073933,-0.827649339408972,0.11957288613704,0.0268710736574055
"Caryodaphnopsis burgeri (Lauraceae)",5,-3.83864578148753,2.23695651908475,-0.00428213487768079,-0.310045524829005,-0.243199725528093,0.0568571479297224,-1.02785740656978,0.108891286848714,0.0294482107473962
"Cassia moschata (Fabaceae-caesalpinioideae)",5,-2.89859705584434,-1.50606797375633,0.0906053130264346,-0.460971190405199,0.0589485501410133,-0.299141359180371,-0.00089491070665393,0.134458697151292,0.0472748229089669
"Casearia arguta (Salicaceae)",5,-2.4788612851749,-0.846890932499408,0.21703391491425,0.553999018184425,0.0656056858695332,0.0554516017526431,0.582125275628287,0.168675238140006,0.0356352757506291
"Casearia aculeata (Salicaceae)",6,-2.11332008937818,-1.20205131286464,0.451970085076488,-0.0268093161471183,-0.342918947806987,0.226014743435756,0.231154077821371,0.0999948072209128,0.0662492812647584
"Casearia arborea (Salicaceae)",22,0.0927585814142713,0.741252455673655,-0.21402953999421,-0.327353146194196,-0.0854175982206028,-0.112685997767788,-0.278512404058311,0.0344066306001022,0.0582431782187575
"Casearia commersoniana (Salicaceae)",36,0.73812097711321,-0.0901480698479853,-0.0660974153645424,-0.722512363892059,0.0893241758221376,-0.00590868594699106,0.0486095953165284,0.123655056450811,0.0673995345298208
"Casearia guianensis (Salicaceae)",16,-0.959133182228601,-1.54342405752675,0.505022533087222,-0.164714685328756,0.111163161871041,0.116864539080339,-0.183601871819967,0.258180975108158,0.0796744090418533
"Casearia sylvestris (Salicaceae)",44,1.37805741126766,-0.0135631080271672,-0.0222905110542597,-0.189596938097182,-0.223555350287315,0.27012400904272,-0.262798861960946,0.14752673471629,0.0807629563580723
"Cassipourea elliptica (Rhizophoraceae)",37,1.09048984019795,0.813947382920761,-0.106640881704603,-0.56779968525975,-0.0582007054331325,0.148169411177217,-0.971989296123054,0.187978475076519,0.0452925289118509
"Castilla elastica (Moraceae)",17,-0.899113225084618,-1.35300607360503,0.457809288406023,0.252476544749382,0.103121198625563,0.479319154695371,0.278395674594301,0.196262333362365,-0.0219500641470842
"Cavanillesia platanifolia (Malvaceae)",23,-1.38164808917229,-1.17144604377756,0.0746830388253315,0.542129121012992,-0.229318060459809,0.475332841334,2.14283312765206,0.0953062258735191,0.0563581860344424
"Cecropia garciae (Urticaceae)",5,-3.42109592101467,1.77034264799145,-0.231270926563653,-0.703499218977696,0.0404044885749911,-0.0457925797074888,-0.885065570701475,0.118412882567981,0.0420847461733382
"Cecropia heterochroma (Urticaceae)",4,-4.22310991044908,1.70860741731379,-0.0150439159665351,-0.606241204814436,0.00446593958222564,-0.0107498835790951,-1.15047292429428,0.0843239516327987,0.0398806375201231
"Cecropia insignis (Urticaceae)",21,0.182554430602407,-0.08422821678941,-0.211905287573189,0.230965902850394,-0.35289659474699,0.00756183564117109,-0.844300345177756,0.08836958111176,0.0828186594497696
"Cecropia longipes (Urticaceae)",8,-2.0768095327896,-0.554439636360314,0.245789567797334,0.210555140323232,-0.0463148293705821,0.0185666552666325,1.14101335561188,0.160902207575531,0.054195506463218
"Cecropia obtusifolia (Urticaceae)",23,-0.251687026673033,-0.0843101663113001,-0.183332492166436,0.591772550012182,-0.121793074933112,0.0493168253851849,0.225611781192654,0.173838423852593,0.0678595247343042
"Cecropia peltata (Urticaceae)",11,-1.63157009102258,0.124674697393239,0.193390875976145,-0.100345273246475,0.172465549762039,-0.0302279429619184,1.02850480787111,0.281257051918924,0.0318045198386788
"Cedrela odorata (Meliaceae)",8,-2.35660775462976,-1.12255532192055,0.16472178974567,0.120532577141251,-0.065551432557767,0.0313527494145098,0.940435627592729,0.176029282914527,0.0796432050420098
"Ceiba pentandra (Malvaceae)",9,-1.13715688890279,0.2878145347013,-0.111356589251069,0.230408474446548,-0.0514616313660355,0.15218304164599,0.182349180134089,0.114351427755847,0.0605395398090234
"Celtis schippii (Cannabaceae)",18,-0.360397716545972,-0.227075202961674,-0.0271388755890986,-0.184534841791146,-0.298405048792333,0.572921277206767,0.700948617139525,0.142756540605958,0.046868041976971
"Cespedesia spathulata (Ochnaceae)",19,-0.534763403951996,1.54684011605299,-0.220947765616447,-0.213621850391897,-0.0298628710257498,-0.0791723491364475,-1.9718124127688,0.141889061139827,0.0826658387914161
"Cestrum megalophyllum (Solanaceae)",15,-0.895940537533023,-0.26570930484348,0.250193414287845,-0.0187851591466051,-0.220843973201051,0.200582045795757,0.820382174013257,0.115078247414023,0.0524029904747778
"Chamaedorea tepejilote (Arecaceae)",9,-1.50905053093614,0.462256815550885,-0.275894708109485,-0.00855750533784562,-0.0689095184418317,0.125878083276311,0.908667012612426,0.19070894372614,0.0514049232072135
"Chamguava schippii (Myrtaceae)",4,-2.58608843314277,1.48536692640721,0.357211477824202,-0.351451557436214,-0.176730040335151,-0.0187942448790001,-0.79085253481376,0.200930595412559,0.0585003480130387
"Chimarrhis parviflora (Rubiaceae)",5,-1.87193334256864,0.267486932416356,-0.340430592656577,-0.386281311193775,-0.35267733558513,0.0171333566111636,-0.739574109164387,0.139119944169219,0.077001920368613
"Chomelia spinosa (Rubiaceae)",3,-3.02660178492012,-1.08816931532519,0.100832077953129,0.14430248489952,0.0359838928021163,0.147259614744116,0.0173896146222688,0.226997285161014,0.0394191166247062
"Chrysochlamys eclipes (Clusiaceae)",14,-1.1536623563632,0.779820337371218,-0.49504053810112,-0.136525945337818,-0.129094774182417,0.021226949832113,-0.964693694138614,0.0977051883199814,0.0680285712591749
"Chrysophyllum argenteum (Sapotaceae)",26,0.628841045128584,1.94997852718959,-0.208679284621761,0.161020024099396,-0.370216151167791,0.0752132054946024,-0.179727945724663,0.150419463940863,0.00613863342221669
"Chrysophyllum cainito (Sapotaceae)",26,-0.88199641737557,-2.23828241723725,-0.0330449890252268,0.195439367290892,-0.210505500887606,0.507199133875261,0.448472859423581,0.15142895275042,0.0295983512473933
"Chrysophyllum colombianum (Sapotaceae)",5,-3.33001347253478,1.00840403295074,-0.0242731443122752,-0.880584796995238,-0.152947162485489,0.123951511015263,-1.2121311736761,0.171631249828545,0.0558321063701967
"Chrysophyllum hirsutum (Sapotaceae)",3,-3.65030795246928,0.809273381236495,-0.159909723711667,-0.353441461041273,0.0622018472294455,-0.125432191705867,-1.2166447800698,0.149688387046,0.061213848721205
"Chrysophyllum venezuelanense (Sapotaceae)",3,-3.85673060996103,1.61763965185137,0.0397717851498604,-0.599751543271419,-0.0814229293356596,0.0448644607864448,-1.22601118583417,0.0805383134089686,0.0338230128313713
"Clarisia biflora (Moraceae)",3,-3.89056024332989,2.01014854348338,0.0633668425842516,-0.0347136933661597,-0.211575228163627,0.165301430624081,-0.902641278159046,0.103194522311356,0.0248588801259964
"Clavija costaricana (Theophrastaceae)",8,-1.78055476621862,1.30074075475772,-0.0601319097870585,0.196317082750349,-0.180689468199974,-0.120643948917356,-0.966433655023229,0.217061415746682,0.0540109656845148
"Clavija mezii (Theophrastaceae)",3,-2.97699743414599,-1.10512505310782,0.0539519080930214,-0.0937236251711935,-0.164310009299628,-0.139830203385118,-0.552313547084091,0.218614989027326,0.0300756896856416
"Clidemia dentata (Melastomataceae)",5,-1.95433092723465,0.290936648367204,0.298834237155258,-0.601187379399978,-0.0346060965068424,0.347733869832209,0.0240904087261065,0.149090395612313,0.0831936441262103
"Clidemia octona (Melastomataceae)",3,-2.73249287777097,-0.374696230252046,0.273687493667267,-0.246992132744154,-0.13837350099968,0.31505615800693,0.0156015448596081,0.154060020350056,0.0618403906826441
"Clusia rosea (Clusiaceae)",3,-3.90025644014299,1.44255974606258,-0.0738736469218519,-0.559740428158093,0.109965718305495,-0.1071600288395,-0.908776306835392,0.136847745058433,0.0379627269915934
"Cyathea petiolata (Cyatheaceae)",4,-2.70373592092193,0.235965544767406,0.349009726314537,-0.368780803759561,0.115523303704421,0.258582034931599,-0.443098137365099,0.119150325447554,0.0213033518306107
"Coccoloba acuminata (Polygonaceae)",4,-3.10751577840391,-1.36802404818258,0.381962649300862,0.0709316799394175,-0.117264421962965,0.342249709658565,0.422528902879351,0.223466217218795,0.0224298340996025
"Coccoloba coronata (Polygonaceae)",8,-1.88670914205052,0.608577286092363,-0.0192659466270091,0.234591276072034,-0.11179539207314,-0.155471712014071,0.474928846092462,0.0900993253957612,0.105123318125631
"Coccoloba johnstonii (Polygonaceae)",5,-2.88829519756165,0.602147675485952,0.192518034012661,0.569591184846793,-0.241200289032933,-0.16037212161706,1.45267832344972,0.117922404889585,0.0712334365380471
"Coccoloba manzinellensis (Polygonaceae)",30,0.887369429182056,0.0860589587886297,-0.241016708015299,-0.569290784898392,-0.441328826845955,0.196651913821698,-0.590021252686663,0.198798210957948,0.0325039005113846
"Coccoloba obovata (Polygonaceae)",3,-2.85494717925701,0.150643965833937,-0.00507215436094558,-0.626215639380648,-0.150305985561428,-0.0151474751679854,-0.404696843203933,0.158955475397669,0.0368573815185456
"Coccoloba padiformis (Polygonaceae)",9,-1.36781051273144,1.36651819053977,0.137498131510021,-0.517800596883384,-0.288797432316811,-0.120120890236425,-0.0202906173964861,0.144246850958858,0.0344651931698241
"Cochlospermum vitifolium (Cochlospermaceae)",6,-2.0346140685251,-0.303593119003988,0.0880574588050724,-0.238314042762007,0.123254401904223,-0.00401529773357006,-0.098076007212944,0.0742671570011627,0.0599260522426635
"Colubrina glandulosa (Rhamnaceae)",8,-1.48889983008511,0.514010053241206,0.146322941272401,-0.562557232062128,-0.0527833617867124,0.102774324146836,-0.238389137223856,0.156887792781616,0.0518315241239065
"Colubrina heteroneura (Rhamnaceae)",3,-3.16385102768552,-0.942193113438928,0.100148394356971,0.325573722663471,-0.083810274002096,0.0471383101936376,0.524847422103239,0.209404562406884,0.0524685121552197
"Compsoneura capitellata (Myristicaceae)",6,-3.7308513219247,2.038831446342,0.000620219967462191,-0.512465493417242,0.0203848685725564,0.107214777831164,-1.49360093465304,0.106359232190143,0.0528428951013578
"Compsoneura sprucei (Myristicaceae)",4,-3.33833288555151,1.82402037926612,-0.041607114904989,-0.21091080245299,-0.268306571765036,-0.00791280662715618,-1.30942759809542,0.196916606078187,0.0428824515534163
"Conostegia bracteata (Melastomataceae)",8,-1.47574639817119,1.19332076806558,0.106009896376299,-0.500017942179522,-0.325019694125155,-0.100553805128829,-0.803526690295929,0.126838830777267,0.054217096628819
"Conostegia cinnamomea (Melastomataceae)",4,-2.67515188967932,0.198786511035764,0.314326951435405,-0.0681731572144444,-0.225872429329043,0.552317786936581,-0.203837110936652,0.11527543605225,0.0587413657735167
"Conostegia speciosa (Melastomataceae)",6,-2.87715390302604,-1.55705255042694,0.172127120099762,-0.134879913902118,0.145716872976736,0.238101290742962,0.40451781560373,0.27106071104525,0.03106265627124
"Conostegia xalapensis (Melastomataceae)",3,-3.36998034556165,1.49048649981081,0.0221701814859557,-0.622579499145572,-0.064401353991325,-0.0991443811574022,-1.00196560236515,0.149051090552524,0.0614208987681179
"Copaifera aromatica (Fabaceae-caesalpinioideae)",8,-1.58505205585129,0.585748136680986,-0.376638472472237,0.12526685271411,0.0549114023406692,-0.103231858136593,-0.271910485104415,0.119280049998642,0.0113532543780632
"Cordia alliodora (Boraginaceae)",25,0.0819599712077868,-0.0110010126103823,0.291559967118265,-0.0591589395966303,0.160566028046611,0.45659008616666,0.641497729365572,0.281045693559875,0.05428860867596
"Cordia bicolor (Boraginaceae)",33,1.33533152750313,1.15868846956398,-0.506735867312581,-0.00691975999291997,-0.426711760537949,-0.0477703255911364,-0.955961330407835,0.0462559800087931,0.0614899314729389
"Cordia cymosa (Boraginaceae)",3,-3.66025724327241,1.54970401181693,-0.000695402334354436,-0.370853189468022,-0.0813987854568971,0.0494166570000528,-1.39945284156702,0.111958101437904,0.028672517017774
"Cordia lasiocalyx (Boraginaceae)",11,-1.02653361053993,1.07198539158231,0.254259306582884,0.0174755807963035,-0.123485653281545,0.793969828163933,0.212343050959195,0.179802439635884,0.0477742004580622
"Cordia panamensis (Boraginaceae)",9,-1.38243364696553,0.321291453044981,0.0933854931954975,-0.0801538016574577,0.102306559519492,0.0841358932494481,0.184491285517792,0.153253392534013,0.0459456107271545
"Coussarea curvigemmia (Rubiaceae)",20,-0.843133888286313,-0.245523458016577,-0.0890054292951664,0.00751210781163469,-0.44079633139804,0.747789986860981,0.549359497529209,0.0932051833408515,0.0252209242384295
"Coussarea latifolia (Rubiaceae)",3,-4.05096915902536,2.06625639079112,0.0145251517241449,-0.140692350043766,-0.130926033929621,0.196108161905332,-0.501871403602508,0.1373762320495,0.0541727349955769
"Couratari guianensis (Lecythidaceae)",14,-1.04807157810381,0.976125076645693,-0.282673627284112,-0.877515429091233,-0.0130621483420539,-0.359306944118851,-1.35257354060253,0.120861056684234,0.0614171338629669
"Coutarea hexandra (Rubiaceae)",7,-1.84403265581384,-0.894459851696266,0.201604965967619,-0.906684713417966,-0.18958179611398,0.262998407913739,-0.264937332551154,0.0842033636708866,0.101509688930046
"Crateva tapia (Capparaceae)",3,-3.18324595474988,0.012924837628507,0.0363536628039088,0.469194545784785,-0.224891334405388,0.0804911050552034,0.785101111588733,0.106379704454552,0.0550971409351601
"Cremastosperma panamense (Annonaceae)",6,-3.01174006019362,1.99459443128232,0.2400727964557,-0.68731556741861,0.101171150568071,-0.184913821074713,-1.29325762665359,0.16372664082161,0.0335851599590641
"Crossopetalum parviflorum (Celastraceae)",13,-0.712020052383746,1.42063232135083,0.108106946551618,-0.420297561659147,-0.210268549570251,-0.184028791327368,-0.351137982996575,0.150908277063006,0.0222551595532402
"Croton billbergianus (Euphorbiaceae)",25,0.368732689389183,0.448162380345172,-0.370309270213453,-0.0326964417164789,-0.0888760236701379,0.297459107162953,0.0220562891016589,0.155816248622185,0.0553340563865206
"Croton draco (Euphorbiaceae)",3,-3.27308362155761,-0.92024523631607,-0.0604663008158154,-0.525236592360891,0.0914186058049813,0.245050056013118,0.637403721450478,0.155203919363384,0.0606997153474694
"Cryosophila warscewiczii (Arecaceae)",15,-1.88577354974845,-2.03412799074795,-0.268744887557895,0.358085119496682,-0.111619314621498,0.435378151495437,0.549243015558415,-0.00405845709136482,0.0464066513907502
"Cupania cinerea (Sapindaceae)",11,-1.76685160619388,-1.89499187379205,0.47787894410914,-0.0220237943459061,0.0866463211283078,0.161887985832444,-0.504084010898761,0.309436422866953,0.0813231533924404
"Cupania latifolia (Sapindaceae)",16,-1.01789426153393,0.145155405039339,-0.204200601201473,0.239684882750213,-0.323156198012204,0.0741165087311321,0.797163778625761,0.198500479969256,0.101397070185287
"Cupania rufescens (Sapindaceae)",27,0.100595069211233,-1.73404403236109,0.278592058956565,-0.79907996040718,-0.304873800267115,0.21431360704033,0.287438114508254,0.160086060088889,0.0944414709506912
"Cupania scrobiculata (Sapindaceae)",28,0.228824846412564,0.851923114445871,-0.0619082806518427,-1.15603928614012,-0.0272570958158342,-0.0616133625057791,-0.437872434942317,-0.0170479007530373,-0.0325990354932256
"Cupania seemannii (Sapindaceae)",31,0.772734476449816,-0.905745153782158,-0.00942121580833547,-0.365717972736214,0.0384247466175988,0.373881294813238,0.0187713206279931,0.0991899941796517,-0.0213993832443588
"Cymbopetalum lanugipetalum (Annonaceae)",5,-2.62116727168549,2.1190312997818,0.314897933156898,-0.076045563670729,-0.274810719074109,-0.00183601385138202,-0.180163676153956,0.179423136147798,0.0332642623999701
"Dalbergia retusa (Fabaceae-papilionoideae)",7,-2.66432589732286,-1.89841993828084,0.132314158892559,0.548240645878947,-0.0962761293405429,0.155342751311461,0.451349220201168,0.193578727684485,0.0242759068038758
"Dendropanax arboreus (Araliaceae)",39,0.630305626811248,0.775477869335613,-0.305166176206831,0.110730583826803,-0.305059695494894,0.448277874743799,-0.817141712479509,0.27583478027128,0.0374857654810948
"Desmopsis panamensis (Annonaceae)",28,1.31062211348566,2.19814032727219,-0.163104661057417,0.00775705176388616,-0.386598219644827,-0.00516351330381886,-0.296253696952208,0.156564168694599,0.0267542812993805
"Dialium guianense (Fabaceae-caesalpinioideae)",4,-2.55339594280832,0.019240888878902,0.171173569499744,-0.648093238712658,-0.1058372304528,0.333849008721889,-1.0997295725541,0.140747417283678,0.0352005896575243
"Dichapetalum axillare (Dichapetalaceae)",4,-4.04932310944548,2.28920551886395,0.0196936352859803,-0.0540165387311603,-0.116220156149257,0.164227666381909,-0.551265084053721,0.16708175906678,0.0529927443001953
"Diospyros artanthifolia (Ebenaceae)",18,-0.139944314077933,0.45941636302369,0.320806222230273,-0.350654583199354,-0.416743419259581,0.152227071221171,-1.14233928987462,0.0844659508531527,0.0396288356841253
"Dipteryx oleifera (Fabaceae-papilionoideae)",11,-0.694908908480034,0.823593111843491,-0.039032286454024,-0.337113545760269,-0.00442178363265785,0.218427453670279,-0.606169724865686,0.158696551141024,0.0519954219854921
"Discophora guianensis (Stemonuraceae)",6,-2.63603463782743,1.96851694330781,0.229836824746287,-0.350164496082592,-0.202289533287421,-0.192695724852439,-1.00024091734357,0.0884404292626631,0.0271698762331099
"Drypetes standleyi (Putranjivaceae)",9,-1.15440467456724,1.53575812526814,-0.0703849850648424,0.0918407871770887,-0.0320218826258265,0.322947641156061,0.0204069034280888,0.195198805835906,0.084812723087518
"Duguetia confusa (Annonaceae)",7,-3.70229608186237,2.69193896417047,-0.0212969475303714,-0.234788530467809,-0.11800763966055,0.120533943987776,-1.33147444986305,0.137993825695999,0.0404409825300486
"Dussia atropurpurea (Fabaceae-papilionoideae)",7,-3.00852356378341,2.72986016862125,0.179677033615081,-0.0984618759433197,-0.15260884308095,-0.0943039812381223,-0.489544668325041,0.130351177501225,0.0546059108545987
"Ecclinusa lanceolata (Sapotaceae)",3,-3.93150431547269,1.51598549106134,-0.0855228896900998,-0.580605875375079,0.0987589435966849,-0.102560174512047,-0.869691255109696,0.123728705574436,0.0434543150287906
"Elaeis oleifera (Arecaceae)",10,-1.83222087538041,-0.248635149584564,-0.215772530245681,0.221856992612016,-0.092246102125322,0.388117655004705,0.838209161379701,0.149547935606414,0.0271237543639621
"Enterolobium cyclocarpum (Fabaceae-mimosoideae)",5,-2.60590578619901,-1.1133759541083,-0.225171570384421,0.110306163792348,-0.147476655554997,0.064119902000112,-0.0681277425822157,0.277916655864749,0.0390586670694385
"Enterolobium schomburgkii (Fabaceae-mimosoideae)",22,-0.558303275081844,-2.04762827592107,0.594513208503777,-1.25056636050036,-0.100188535996779,0.182133705287424,-0.17223841262387,0.133377277317045,0.0756511070634094
"Erisma blancoa (Vochysiaceae)",7,-2.67285379431203,1.41027384796741,-0.324783392369435,-0.443824324572008,-0.220409396727699,0.0517542303083666,-1.6906380774647,0.0874040284686632,0.0453103602942158
"Erythrina costaricensis (Fabaceae-papilionoideae)",15,-0.701697761713537,1.77317681688054,-0.0273342360809796,-0.143821878297654,-0.0508636478868481,0.167573609431073,-0.696337709870914,0.253713248191102,0.0755870656497971
"Erythroxylum citrifolium (Erythroxylaceae)",12,-1.40148118461013,0.564027145489125,0.134862949319623,-0.714639445591356,0.0867442997102027,-0.0846956749491256,-1.45559681858202,0.0601153538580255,0.040859834305759
"Erythroxylum macrophyllum (Erythroxylaceae)",27,0.44903392356011,-0.319394316422742,-0.0172201790380504,-0.481153242206947,0.152351588247279,-0.441387010279865,-0.380497784353201,0.109176181626933,0.0568420379997576
"Erythroxylum panamense (Erythroxylaceae)",17,-0.707493522684985,-0.282310555582041,0.246687548695082,0.0463675491611144,0.0760841894140146,0.0973033837134172,0.860666565150095,0.134429758817128,0.0773852614897935
"Eschweilera calyculata (Lecythidaceae)",3,-3.23589868879639,1.1661279228321,0.0100157144118456,-0.0728408788031903,0.103532615893868,0.0428865443203412,-0.449854571158132,0.141245373662567,0.0666741160186294
"Eschweilera jacquelyniae (Lecythidaceae)",4,-3.6716941796563,2.05933369502859,0.0178229804848009,1.36633802367797e-05,-0.0121302248416901,0.204976201499555,-1.38531606975026,0.165646479131208,0.0309376987785792
"Eschweilera pittieri (Lecythidaceae)",10,-2.31239913480048,1.01151725304439,-0.0506938263567528,-0.396156978002513,-0.1132025075015,0.0157664983678193,-2.06683246418674,0.230461543944853,0.0692776567519694
"Eugenia coloradoensis (Myrtaceae)",23,0.108032847292059,1.0488201265656,0.276709808164086,-0.272065420150014,0.0995991918867871,0.379233462497694,0.540626523452157,0.212407385552747,-0.000985258893385006
"Eugenia cricamolensis (Myrtaceae)",6,-3.00356207771567,1.07625510273349,-0.0137681888483548,-0.668286904196989,-0.298377357699741,0.0730610978287386,-1.59728658504976,0.199255628697205,0.0347614481146331
"Eugenia galalonensis (Myrtaceae)",11,-1.07153158151462,1.34238363997327,0.0497087855154657,-0.494755323055751,-0.100082816713304,0.412732501638795,0.98451459307745,0.216333879925819,-0.00700790868808208
"Eugenia nesiotica (Myrtaceae)",12,-1.26860262052192,-0.853097218084485,0.307011689213425,-0.324536538113291,-0.158073389879642,0.242817483092676,0.601526857717469,0.137366006387695,0.056219955674966
"Eugenia oerstediana (Myrtaceae)",19,-0.454308160437585,0.409691556524963,-0.0740788987000181,-0.181416663053926,-0.22458504821315,0.486034313422857,0.0790013377710233,0.195465574616111,0.045346208268643
"Eugenia principium (Myrtaceae)",5,-2.42266997807293,0.618588795698495,0.10124608039573,0.0928439249626986,-0.320599207092178,-0.465018186764741,0.645395965745309,0.175699437161858,0.0112096667291189
"Eugenia venezuelensis (Myrtaceae)",11,-2.07072336077377,-1.97694934981981,0.0795968456790455,0.202706036391016,0.0205393219223058,0.170805197454877,-0.180199640215939,0.14545437067874,0.0449200324117314
"Euterpe precatoria (Arecaceae)",6,-3.6255744054595,1.98499143718413,0.0332027080428565,-0.476528705365779,0.030963186982367,-0.121597810595146,-1.22779177175996,0.134299604596953,0.0106687135807792
"Exostema mexicanum (Rubiaceae)",3,-3.42557522745109,-0.635265728025426,0.0485938619025573,0.47940611493312,-0.239832741925243,-0.12417182663059,1.04219457467839,0.0932946962930157,0.0669144366338219
"Faramea luteovirens (Rubiaceae)",14,-0.670077531606587,1.25365871473898,0.114470622118071,-0.325260743753416,-0.148347952670812,-0.258955813891504,0.230021691709835,0.137983105154789,0.0320067904593829
"Faramea occidentalis (Rubiaceae)",45,1.57044950065085,-0.221276603886741,-0.0532836996335184,-0.407745131847035,-0.283911921179847,0.610498452712909,0.393339029286985,0.0569507828126373,0.011907179030642
